PUBMED_ID,Abstract,Keyword
32001444,"Total brain volume and total intracranial volume are important measures for assessing whole-brain atrophy in Alzheimer disease, dementia, and other neurodegenerative diseases. Unlike MR imaging, which has a number of well-validated fully-automated methods, only a handful of methods segment CT images. Available methods either use enhanced CT, do not estimate both volumes, or require formal validation. Reliable computation of total brain volume and total intracranial volume from CT is needed because head CTs are more widely used than head MRIs in the clinical setting. We present an automated head CT segmentation method (CTseg) to estimate total brain volume and total intracranial volume."", ""CTseg adapts a widely used brain MR imaging segmentation method from the Statistical Parametric Mapping toolbox using a CT-based template for initial registration. CTseg was tested and validated using head CT images from a clinical archive."", ""CTseg showed excellent agreement with 20 manually segmented head CTs. The intraclass correlation was 0.97 (<i>P\u2009</i>< .001) for total intracranial volume and 0.94 (<i>P\u2009</i>< .001) for total brain volume. When CTseg was applied to a cross-sectional Alzheimer disease dataset (58 with Alzheimer disease patients and 58 matched controls), CTseg detected a loss in percentage total brain volume (as a percentage of total intracranial volume) with age (<i>P\u2009</i><\u2009.001) as well as a group difference between patients with Alzheimer disease and controls (<i>P\u2009</i><\u2009.01). We observed similar results when total brain volume was modeled with total intracranial volume as a confounding variable."", ""In current clinical practice, brain atrophy is assessed by inaccurate and subjective \""eyeballing\"" of CT images. Manual segmentation of head CT images is prohibitively arduous and time-consuming. CTseg can potentially help clinicians to automatically measure total brain volume and detect and track atrophy in neurodegenerative diseases. In addition, CTseg can be applied to large clinical archives for a variety of research studies.",Alzheimers Disease
32301334,"Recent evidence suggests changes in circulating microRNA levels may be promising biomarkers for the clinical diagnosis of Alzheimer disease (AD). We hypothesized that whole-blood microRNAs may be useful to identify individuals with established AD. For this purpose, a sample of community-dwelling women (\u226555 years old) carrying the <i>ApoE</i> \u220a4 allele were clinically evaluated using the American Psychiatric Association/<i>Diagnostic and Statistical Manual of Mental Disorders</i>, Fourth edition and the Alzheimer Disease Assessment Scale-Cognitive Subscale criteria to diagnose probable AD, and the Clinical Dementia Rating scale to stage the dementia. A set of 25 mature microRNAs was rationally selected for evaluation based on experimental evidence of interaction with genes linked to the late-onset AD neuropathology. Whole-blood concentrations were determined by quantitative real-time polymerase chain reaction. Compared to patients without dementia, a median 3-fold decrease in miR-9 levels was found among patients with AD (<i>P</i> = .001). Our findings support blood-borne miR-9 as a candidate biomarker for probable AD, embodied by evidence from the literature of its implication in amyloidogenesis.",Alzheimers Disease
30336989,Alzheimer disease is due to increased amyloid-\u03b2 coupled with low progranulin. Several brain imaging techniques are helpful in the diagnosis. Drugs available for treating Alzheimer disease have limited clinical utility. Cognitive stimulation therapy is an effective therapy for persons with moderate Alzheimer disease.,Alzheimers Disease
30227895,"Cholinergic dysfunction is a key abnormality in Alzheimer disease (AD) that can be detected in vivo with transcranial magnetic stimulation (TMS) protocols. Although TMS has clearly demonstrated analytical validity, its clinical utility is still debated. In the present study, we evaluated the incremental diagnostic value, expressed in terms of diagnostic confidence of Alzheimer disease (DCAD; range 0-100), of TMS measures in addition to the routine clinical diagnostic assessment in patients evaluated for cognitive impairment as compared with validated biomarkers of amyloidosis."", ""One hundred twenty patients with dementia were included and scored in terms of DCAD in a three-step assessment based on (1) demographic, clinical, and neuropsychological evaluations (clinical work-up); (2) clinical work-up plus amyloid markers (cerebrospinal fluid or amyloid positron emission tomographic imaging); and (3) clinical work-up plus TMS intracortical connectivity measures. Two blinded neurologists were asked to review the diagnosis and diagnostic confidence at each step."", ""TMS measures increased the discrimination of DCAD in two clusters (AD-like vs FTD-like) when added to the clinical and neuropsychological evaluations with levels comparable to established biomarkers of brain amyloidosis (cluster distance of 55.1 for clinical work-up alone, 76.0 for clinical work-up plus amyloid markers, 80.0 for clinical work-up plus TMS). Classification accuracy for the \""gold standard\"" diagnosis (dichotomous - AD vs FTD - variable) evaluated in the three-step assessment, expressed as AUC, increased from 0.82 (clinical work-up alone) to 0.98 (clinical work-up plus TMS) and to 0.99 (clinical work-up plus amyloidosis markers)."", ""TMS in addition to routine assessment in patients with dementia has a significant effect on diagnosis and diagnostic confidence that is comparable to well-established amyloidosis biomarkers.",Alzheimers Disease
31607783,"Given current lack of therapies for dementia, there is substantial interest in identifying potentially modifiable risk factors. Clarifying the potential of these factors to mitigate risk as well as determining the mechanisms that link these factors to dementia is expected to lead to new approaches for both preventing and treating neurodegenerative diseases such as Alzheimer disease. Modifiable factors include cardiovascular risks as well as related lifestyle-centric factors such as diet and physical activity (reviewed in this issue). Given reports that type 2 diabetes and associated features increase the risk for developing dementia, there has been tremendous interest in exploring whether use of antidiabetic medications may impact the risk of dementia, as well as whether antidiabetic medications could be used to prevent or treat dementia, particularly Alzheimer disease. This review will briefly cover the known links between diabetes and risk for dementia, the state of evidence linking antidiabetic treatments with either protection against dementia or possibly increased risk for cognitive dysfunction, and provide a brief overview of what has been learned from clinical trials testing antidiabetic treatments in Alzheimer disease.",Alzheimers Disease
26546285,"Early-onset Alzheimer disease (EOAD), which presents in patients younger than 65 years, has frequently been described as having different features from those of late-onset Alzheimer disease (LOAD). This review analyses the most recent studies comparing the clinical presentation and neuropsychological, neuropathological, genetic, and neuroimaging findings of both types in order to determine whether EOAD and LOAD are different entities or distinct forms of the same entity. We observed consistent differences between clinical findings in EOAD and in LOAD. Fundamentally, the onset of EOAD is more likely to be marked by atypical symptoms, and cognitive assessments point to poorer executive and visuospatial functioning and praxis with less marked memory impairment. Alzheimer-type features will be more dense and widespread in neuropathology studies, with structural and functional neuroimaging showing greater and more diffuse atrophy extending to neocortical areas (especially the precuneus). In conclusion, available evidence suggests that EOAD and LOAD are 2 different forms of a single entity. LOAD is likely to be influenced by ageing-related processes.",Alzheimers Disease
30898012,"Alzheimer disease (AD) is the most common neurodegenerative disease. An imbalance between the production and clearance of A\u03b2 (amyloid beta) is considered to be actively involved in AD pathogenesis. Macroautophagy/autophagy is a major cellular pathway leading to the removal of aggregated proteins, and upregulation of autophagy represents a plausible therapeutic strategy to combat overproduction of neurotoxic A\u03b2. PPARA/PPAR\u03b1 (peroxisome proliferator activated receptor alpha) is a transcription factor that regulates genes involved in fatty acid metabolism and activates hepatic autophagy. We hypothesized that PPARA regulates autophagy in the nervous system and PPARA-mediated autophagy affects AD. We found that pharmacological activation of PPARA by the PPARA agonists gemfibrozil and Wy14643 induces autophagy in human microglia (HM) cells and U251 human glioma cells stably expressing the human APP (amyloid beta precursor protein) mutant (APP-p.M671L) and this effect is PPARA-dependent. Administration of PPARA agonists decreases amyloid pathology and reverses memory deficits and anxiety symptoms in APP-PSEN1\u0394E9 mice. There is a reduced level of soluble A\u03b2 and insoluble A\u03b2 in hippocampus and cortex tissues from APP-PSEN1\u0394E9 mice after treatment with either gemfibrozil or Wy14643, which promoted the recruitment of microglia and astrocytes to the vicinity of A\u03b2 plaques and enhanced autophagosome biogenesis. These results indicated that PPARA is an important factor regulating autophagy in the clearance of A\u03b2 and suggested gemfibrozil be assessed as a possible treatment for AD.<b>Abbreviation</b>: A\u03b2: amyloid beta; ACTB: actin beta; ADAM10: ADAM metallopeptidase domain 10; AD: Alzheimer disease; AIF1/IBA1: allograft inflammatory factor 1; ANOVA: analysis of variance; APOE: apolipoprotein E; APP: amyloid beta precursor protein; APP-PSEN1\u0394E9: APPswe/PSEN1dE9; BAFA1: bafilomycin A<sub>1</sub>; BDNF: brain derived neurotrophic factor; BECN1: beclin 1; CD68: CD68 molecule; CREB1: cAMP responsive element binding protein 1; DAPI: 4',6-diamidino-2-phenylindole; DLG4/PSD-95: discs large MAGUK scaffold protein 4; DMSO: dimethyl sulfoxide; ELISA: enzyme linked immunosorbent assay; FDA: U.S. Food and Drug Administration; FKBP5: FK506 binding protein 5; GAPDH: glyceraldehyde-3-phosphate dehydrogenase; gemfibrozil: 5-(2,5-dimethylphenoxy)-2,2-dimethylpentanoic acid; GFAP: glial fibrillary acidic protein; GLI2/THP1: GLI family zinc finger 2; HM: human microglia; IL6: interleukin 6; LAMP1: lysosomal associated membrane protein 1; MAP1LC3B/LC3B: microtubule associated protein 1 light chain 3 beta; MTOR: mechanistic target of rapamycin kinase; NC: negative control; OQ: opposite quadrant; PPARA/PPAR\u03b1, peroxisome proliferator activated receptor alpha; PSEN1/PS1: presenilin 1; SEM: standard error of the mean; SQSTM1: sequestosome 1; SYP: synaptophysin; TFEB: transcription factor EB; TNF/TNF-\u03b1: tumor necrosis factor; TQ: target quadrant; WT: wild type; Wy14643: 2-[4-chloro-6-(2,3-dimethylanilino)pyrimidin-2-yl]sulfanylacetic acid.",Alzheimers Disease
33262228,"To assess whether Alzheimer disease (AD) clinical presentation and <i>APOE4</i> relate to the burden and topography of \u03b2-amyloid (A\u03b2) and tau pathologies using in vivo PET imaging."", ""We studied 119 A\u03b2-positive symptomatic patients aged 48-95 years, including 29 patients with logopenic variant primary progressive aphasia (lvPPA) and 21 with posterior cortical atrophy (PCA). Pittsburgh compound B (PiB)-A\u03b2 and flortaucipir (tau)-PET standardized uptake value ratio (SUVR) images were created. General linear models assessed relationships between demographic/clinical variables (phenotype, age), <i>APOE4</i>, and PET (including global cortical and voxelwise SUVR values) while controlling for disease severity using the Clinical Dementia Rating Sum of Boxes."", ""PiB-PET binding showed a widespread cortical distribution with subtle differences across phenotypes and was unrelated to demographic/clinical variables or <i>APOE4</i>. Flortaucipir-PET was commonly elevated in temporoparietal regions, but showed marked phenotype-associated differences, with higher binding observed in occipito-parietal areas for PCA, in left temporal and inferior frontal for lvPPA, and in medial temporal areas for other AD. Cortical flortaucipir-PET binding was higher in younger patients across phenotypes (<i>r</i> = -0.63, 95% confidence interval [CI] -0.72, -0.50), especially in parietal and dorsal prefrontal cortices. The presence of <i>APOE4</i> was associated with a focal medial temporal flortaucipir-SUVR increase, controlling for all other variables (entorhinal: + 0.310 SUVR, 95% CI 0.091, 0.530)."", ""Clinical phenotypes are associated with differential patterns of tau but not amyloid pathology. Older age and <i>APOE4</i> are not only risk factors for AD but also seem to affect disease expression by promoting a more medial temporal lobe-predominant pattern of tau pathology.",Alzheimers Disease
31521398,"The mechanisms of action of the dietary components of the Mediterranean diet are reviewed in prevention of cardiovascular disease, stroke, age-associated cognitive decline and Alzheimer disease. A companion article provides a comprehensive review of extra-virgin olive oil. The benefits of consumption of long-chain \u03c9-3 fatty acids are described. Fresh fish provides eicosapentaenoic acid while \u03b1-linolenic acid is found in canola and soybean oils, purslane and nuts. These \u03c9-3 fatty acids interact metabolically with \u03c9-6 fatty acids mainly linoleic acid from corn oil, sunflower oil and peanut oil. Diets rich in \u03c9-6 fatty acids inhibit the formation of healthier \u03c9-3 fatty acids. The deleterious effects on lipid metabolism of excessive intake of carbohydrates, in particular high-fructose corn syrup and artificial sweeteners, are explained. The critical role of the \u03c9-3 fatty acid docosahexaenoic acid in the developing and aging brain and in Alzheimer disease is addressed. Nutritional epidemiology studies, prospective population-based surveys, and clinical trials confirm the salutary effects of fish consumption on prevention of coronary artery disease, stroke and dementia. Recent recommendations on fish consumption by pregnant women and potential mercury toxicity are reviewed. The polyphenols and flavonoids of plant origin play a critical role in the Mediterranean diet, because of their antioxidant and anti-inflammatory properties of benefit in type-2 diabetes mellitus, cardiovascular disease, stroke and cancer prevention. Polyphenols from fruits and vegetables modulate tau hyperphosphorylation and beta amyloid aggregation in animal models of Alzheimer disease. From the public health viewpoint worldwide the daily consumption of fruits and vegetables has become the main tool for prevention of cardiovascular disease and stroke. We review the important dietary role of cereal grains in prevention of coronary disease and stroke. Polyphenols from grapes, wine and alcoholic beverages are discussed, in particular their effects on coagulation. The mechanisms of action of probiotics and vitamins are also included.",Alzheimers Disease
33045537,"Posterior Cortical Atrophy (PCA) is an atypical presentation of Alzheimer disease (AD) characterized by atrophy of posterior brain regions. This pattern of atrophy is usually evaluated with Koedam visual rating scale, a score developed to enable visual assessment of parietal atrophy on magnetic resonance imaging (MRI). However, Koedam scale is complex to assess and its utility in the differential diagnosis between PCA and typical AD has not been demonstrated yet. The aim of this study is therefore to spot a simple and reliable MRI element able to differentiate between PCA and typical AD using visual rating scales."", ""15 patients who presented with progressive complex visual disorders and predominant occipitoparietal hypometabolism on PET-FDG were selected from our centre and compared with 30 typical AD patients and 15 healthy subjects. We used previously validated visual rating scales including Koedam scale, which we divided into three major components: posterior cingulate, precuneus and parieto-occipital. Subsequently we validated the results using the automated software Brainvisa Morphologist and Voxel Based Morphometry (VBM)."", ""Patients with PCA, compared to typical AD, showed higher widening of the parieto-occipital sulcus, assessed both with visual rating scales and Brainvisa. In the corresponding areas, the VBM analysis showed an inverse correlation between the results obtained from the visual evaluation scales with the volume of the grey matter and a direct correlation between the same results with the cerebrospinal fluid volume."", ""A visually based rating scale for parieto-occipital sulcus can distinguish Posterior Cortical Atrophy from typical Alzheimer disease.",Alzheimers Disease
31906949,"Alzheimer disease (AD) accounts for 60-70% of dementia cases. Given the seriousness of the disease and continual increase in patient numbers, developing effective therapies to treat AD has become urgent. Presently, the drugs available for AD treatment, including cholinesterase inhibitors and an antagonist of the N-methyl-D-aspartate receptor, can only inhibit dementia symptoms for a limited period of time but cannot stop or reverse disease progression. On the basis of the amyloid hypothesis, many global drug companies have conducted many clinical trials on amyloid clearing therapy but without success. Thus, the amyloid hypothesis may not be completely feasible. The number of anti-amyloid trials decreased in 2019, which might be a turning point. An in-depth and comprehensive understanding of the contribution of amyloid beta and other factors of AD is crucial for developing novel pharmacotherapies.In ongoing clinical trials, researchers have developed and are testing several possible interventions aimed at various targets, including anti-amyloid and anti-tau interventions, neurotransmitter modification, anti-neuroinflammation and neuroprotection interventions, and cognitive enhancement, and interventions to relieve behavioral psychological symptoms. In this article, we present the current state of clinical trials for AD at clinicaltrials.gov. We reviewed the underlying mechanisms of these trials, tried to understand the reason why prior clinical trials failed, and analyzed the future trend of AD clinical trials.",Alzheimers Disease
31144443,"CpG-related single nucleotide polymorphisms (CGS) have the potential to perturb DNA methylation; however, their effects on Alzheimer disease (AD) risk have not been evaluated systematically. We conducted a genome-wide association study using a sliding-window approach to measure the combined effects of CGSes on AD risk in a discovery sample of 24 European ancestry cohorts (12,181 cases, 12,601 controls) from the Alzheimer's Disease Genetics Consortium (ADGC) and replication sample of seven European ancestry cohorts (7,554 cases, 27,382 controls) from the International Genomics of Alzheimer's Project (IGAP). The potential functional relevance of significant associations was evaluated by analysis of methylation and expression levels in brain tissue of the Religious Orders Study and the Rush Memory and Aging Project (ROSMAP), and in whole blood of Framingham Heart Study participants (FHS). Genome-wide significant (p\u00a0<\u00a05\u00a0\u00d7\u00a010<sup>-8</sup> ) associations were identified with 171 1.0\u00a0kb-length windows spanning 932\u00a0kb in the APOE region (top p\u00a0<\u00a02.2\u00a0\u00d7\u00a010<sup>-308</sup> ), five windows at BIN1 (top p\u00a0=\u00a01.3\u00a0\u00d7\u00a010<sup>-13</sup> ), two windows at MS4A6A (top p\u00a0=\u00a02.7\u00a0\u00d7\u00a010<sup>-10</sup> ), two windows near MS4A4A (top p\u00a0=\u00a06.4\u00a0\u00d7\u00a010<sup>-10</sup> ), and one window at PICALM (p\u00a0=\u00a06.3\u00a0\u00d7\u00a010<sup>-9</sup> ). The total number of CGS-derived CpG dinucleotides in the window near MS4A4A was associated with AD risk (p\u00a0=\u00a02.67\u00a0\u00d7\u00a010<sup>-10</sup> ), brain DNA methylation (p\u00a0=\u00a02.15\u00a0\u00d7\u00a010<sup>-10</sup> ), and gene expression in brain (p\u00a0=\u00a00.03) and blood (p\u00a0=\u00a02.53\u00a0\u00d7\u00a010<sup>-4</sup> ). Pathway analysis of the genes responsive to changes in the methylation quantitative trait locus signal at MS4A4A (cg14750746) showed an enrichment of methyltransferase functions. We confirm the importance of CGS in AD and the potential for creating a functional CpG dosage-derived genetic score to predict AD risk.",Alzheimers Disease
29517767,"Apolipoprotein-E (APOE) genetic testing to estimate risk for developing late-onset Alzheimer disease is increasingly being offered without prior genetic counseling or preparation. Consumer interest continues to grow, raising the question of how best to conduct such testing."", ""Twenty-six semistructured interviews were carried out to study the reactions of individuals who had already learned of their higher risk after APOE testing had been done because of a family history of Alzheimer disease, or from genetic tests done for other health-related or general-interest reasons."", ""Adverse psychological reactions were reported by a substantial fraction of the participants, including those who had specifically sought testing, those for whom the information came as a surprise, those with a family history, and those with no known history. Still, nearly all of those interviewed said that they had benefited in the long term from lifestyle changes, often learned from online sources, that they subsequently made."", ""The results show that people should be prepared prior to any genetic testing and allowed to opt out of particular tests. If testing is carried out and a higher risk is revealed, they should be actively assisted in deciding how to proceed.",Alzheimers Disease
32222300,The concept of cognitive reserve (CR) was proposed to account for the discrepancy between levels of brain pathologic process or damage and clinical and cognitive function. We provide a detailed review of prospective longitudinal studies that have investigated the interaction between CR and Alzheimer disease (AD) biomarkers on clinical and cognitive outcomes among individuals with normal cognition at baseline. Current evidence is consistent with the view that higher levels of CR are associated with a delay in the onset of symptoms of mild cognitive impairment and that there may be multiple pathways by which CR exerts its protective effects.,Alzheimers Disease
31101744,"<sup>11</sup>C-UCB-J is a new PET tracer for synaptic density imaging. Recently, we conducted <sup>11</sup>C-UCB-J PET on patients with mild cognitive impairment or early Alzheimer disease (AD) and found a 41% decrease in specific binding in the hippocampus compared with healthy subjects. We hypothesized that <sup>11</sup>C-UCB-J may have potential to be a general biomarker for evaluating AD treatment effects via monitoring of synaptic density changes. In this study, we performed longitudinal <sup>11</sup>C-UCB-J PET on AD mice to measure the treatment effects of saracatinib, which previously demonstrated synaptic changes with postmortem methods. <b>Methods:</b> Nine wild-type (WT) mice and 9 amyloid precursor protein and presenilin 1 double-transgenic (APPswe/PS1\u0394E9 [APP/PS1]) mice underwent 3 <sup>11</sup>C-UCB-J PET measurements: at baseline, after treatment, and during drug washout. After baseline measurements, saracatinib, a Fyn kinase inhibitor currently in clinical development for AD treatment, was administered by oral gavage for 41 \u00b1 11 d. Treatment-phase measurements were performed on the last day of treatment, and washout-phase measurements occurred more than 27 d after the end of treatment. SUVs from 30 to 60 min after injection of <sup>11</sup>C-UCB-J were calculated and normalized by the whole-brain (WB) or brain stem (BS) average values as SUV ratio (SUVR<sub>(WB)</sub> or SUVR-1<sub>(BS)</sub>). <b>Results:</b> Hippocampal SUVR<sub>(WB)</sub> at baseline was significantly lower in APP/PS1 than WT mice (APP/PS1: 1.11 \u00b1 0.04, WT: 1.15 \u00b1 0.02, <i>P</i> = 0.033, unpaired <i>t</i> test). Using SUVR-1<sub>(BS)</sub> in the hippocampus, there was also a significant difference at baseline (APP/PS1: 0.48 \u00b1 0.13, WT: 0.65 \u00b1 0.10, <i>P</i> = 0.017, unpaired <i>t</i> test). After treatment with saracatinib, hippocampal SUVR<sub>(WB)</sub> in APP/PS1 mice was significantly increased (<i>P</i> = 0.037, paired <i>t</i> test). A trend-level treatment effect was seen with hippocampal SUVR-1<sub>(BS).</sub> Saracatinib treatment effects may persist, as there were no significant differences between WT and APP/PS1 mice after drug washout. <b>Conclusion:</b> On the basis of the <sup>11</sup>C-UCB-J PET results, hippocampal synaptic density was lower in APP/PS1 mice than in WT mice at baseline, and this deficit was normalized by treatment with saracatinib. These results support the use of <sup>11</sup>C-UCB-J PET to identify disease-specific synaptic deficits and to monitor treatment effects in AD.",Alzheimers Disease
29482212,"Alzheimer disease (AD) develops during several decades. Presymptomatic individuals might be the best candidates for clinical trials, but their identification is challenging because they have no symptoms."", ""To assess whether a sporadic parental estimated years to symptom onset calculation could be used to identify information about amyloid-\u03b2 (A\u03b2) levels in asymptomatic individuals with a parental history of AD dementia."", ""This cohort study analyzed A\u03b21-42 in cerebrospinal fluid (CSF) specimens from 101 cognitively normal individuals who had a lumbar puncture as part of the Presymptomatic Evaluation of Novel or Experimental Treatments for Alzheimer Disease (PREVENT-AD) cohort from September 1, 2011, through November 30, 2016 (374 participants were enrolled in the cohort during this period). The study estimated each participant's proximity to his/her parent's symptom onset by subtracting the index relative's onset age from his/her current age. The association between proximity to parental symptom onset and A\u03b2 levels was then assessed using apolipoprotein E \u03b54 (APOE4) status and sex as interactive terms. These analyses were performed again in 2 independent cohorts using CSF and Pittsburgh compound B carbon 11-labeled positron emission tomography (PIB-PET) A\u03b2 biomarkers: the Adult Children Study (ACS) and the Wisconsin Registry for Alzheimer Prevention (WRAP) cohorts."", ""The association between proximity to parental symptom onset and A\u03b2 burden in asymptomatic individuals with a parental history of sporadic AD."", ""The present analysis included a subset of 101 PREVENT-AD individuals (mean [SD] age, 61.8 [5.1] years; 30 [29.7%] male), 128 ACS participants (112 participants underwent CSF measurement: mean [SD] age, 63.4 [5.1] years; 31 [27.7%] male; and 107 underwent PIB-PET: mean [SD] age, 64.6 [5.3] years; 27 [25.2%] male), and 135 WRAP participants (85 participants underwent CSF measurement: mean [SD] age, 59.9 [6.0] years; 27 [31.8%] male; and 135 underwent PIB-PET: mean [SD] age, 59.6 [6.1] years; 43 [31.9%] male). In the PREVENT-AD cohort, individuals approaching their parent's onset age had lower CSF A\u03b21-42 levels (range, 402-1597; B\u2009=\u2009-9.09, P\u2009=\u2009.04). This association was stronger in APOE4 carriers (B\u2009=\u2009-17.9, P\u2009=\u2009.03) and women (B\u2009=\u2009-19.8, P\u2009=\u2009.02). In the ACS cohort, the main association was replicated using PIB-PET data, and the sex interaction was replicated using CSF and PIB-PET data. In the WRAP cohort, the results were not replicated using cross-sectional data, but the main association and the APOE interaction were replicated using PIB-PET longitudinal data."", ""These results suggest that proximity to parental symptom onset may help estimate A\u03b2 biomarker changes in women or APOE4 carrier asymptomatic individuals with a parental history of sporadic AD.",Alzheimers Disease
28375076,"In the last decade, many studies have reported abnormal connectivity within the default mode network (DMN) in patients with Alzheimer disease. Few studies, however, have investigated other networks and their association with pathophysiological proteins obtained from cerebrospinal fluid (CSF)."", ""We performed 3 T imaging in patients with mild Alzheimer disease, patients with amnestic mild cognitive impairment (aMCI) and healthy controls, and we collected CSF samples from the patients with aMCI and mild Alzheimer disease. We analyzed 57 regions from 8 networks. Additionally, we performed correlation tests to investigate possible associations between the networks' functional connectivity and the protein levels obtained from the CSF of patients with aMCI and Alzheimer disease."", ""Our sample included 41 patients with Alzheimer disease, 35 with aMCI and 48 controls. We found that the main connectivity abnormalities in those with Alzheimer disease occurred between the DMN and task-positive networks: these patients presented not only a decreased anticorrelation between some regions, but also an inversion of the correlation signal (positive correlation instead of anticorrelation). Those with aMCI did not present statistically different connectivity from patients with Alzheimer disease or controls. Abnormal levels of CSF proteins were associated with functional disconnectivity between several regions in both the aMCI and mild Alzheimer disease groups, extending well beyond the DMN or temporal areas."", ""The presented data are cross-sectional in nature, and our findings are dependent on the choice of seed regions used."", ""We found that the main functional connectivity abnormalities occur between the DMN and task-positive networks and that the pathological levels of CSF biomarkers correlate with functional connectivity disruption in patients with Alzheimer disease.",Alzheimers Disease
29870998,"A corollary of the reserve hypothesis is that what is regarded as pathological cortical metabolism in patients might vary according to education."", ""The aim of this study is to assess the incremental diagnostic value of education-adjusted over unadjusted thresholds on the diagnostic accuracy of FDG-PET as a biomarker for Alzheimer disease (AD)."", ""We compared cortical metabolism in 90 healthy controls and 181 AD patients from the Alzheimer Disease Neuroimaging Initiative (ADNI) database. The AUC of the ROC curve did not differ significantly between the whole group and the higher-education patients or the lower-education subjects."", ""The threshold of wMetaROI values providing 80% sensitivity was lower in higher-education patients and higher in the lower-education patients, compared to the standard threshold derived over the whole AD collective, without, however, significant changes in sensitivity and specificity."", ""These data show that education, as a proxy of reserve, is not a major confounder in the diagnostic accuracy of FDG-PET in AD and the adoption of education-adjusted thresholds is not required in daily practice.",Alzheimers Disease
30336995,"We gathered some theoretic and practical concepts related to the importance of nutrition in the prevention and management of Alzheimer disease (AD). Besides the role of nutrients in brain development and functioning, some nutrients exert special control in the development of AD, due to their participation in neurotransmitter synthesis, their modulation in epigenetics mechanisms, and as antioxidants. In addition, some non-nutrient food-derived substances have shown potential in the control of neuroinflammation and consequently in the prevention of AD. Finally, it is important to be aware of the nutritional status and food intake patterns of the patient with AD.",Alzheimers Disease
32228468,"Previous evidence suggests that slower gait speed is longitudinally associated with cognitive impairment, dementia and falls in older adults. Despite this, the longitudinal relationship between gait speed, cognition and falls in those with a diagnosis of dementia remains poorly explored. We sought to assess this longitudinal relationship in a cohort of older adults with mild to-moderate Alzheimer Disease (AD)."", ""Analysis of data from NILVAD, an 18-month randomised-controlled trial of Nilvadipine in mild to moderate AD. We examined: (i) the cross-sectional (baseline) association between slow gait speed and cognitive function, (ii) the relationship between baseline slow gait speed and cognitive function at 18\u2009months (Alzheimer Disease Assessment Scale, Cognitive Subsection: ADAS-Cog), (iii) the relationship between baseline cognitive function and incident slow gait speed at 18\u2009months and finally (iv) the relationship of baseline slow gait speed and incident falls over the study period."", ""Overall, one-tenth (10.03%, N\u2009=\u200937/369) of participants with mild-to-moderate AD met criteria for slow gait speed at baseline and a further 14.09% (N\u2009=\u200952/369) developed incident slow gait speed at 18\u2009months. At baseline, there was a significant association between poorer cognition and slow gait speed (OR 1.05, 95% CI 1.01-1.09, p\u2009=\u20090.025). Whilst there was no association between baseline slow gait speed and change in ADAS-Cog score at 18\u2009months, a greater cognitive severity at baseline predicted incident slow gait speed over 18\u2009months (OR 1.04, 1.01-1.08, p\u2009=\u20090.011). Further, slow gait speed at baseline was associated with a significant risk of incident falls over the study period, which persisted after covariate adjustment (IRR 3.48, 2.05-5.92, p\u2009<\u20090.001)."", ""Poorer baseline cognition was associated with both baseline and incident slow gait speed. Slow gait speed was associated with a significantly increased risk of falls over the study period. Our study adds further evidence to the complex relationship between gait and cognition in this vulnerable group and highlights increased falls risk in older adults with AD and slow gait speed."", ""Secondary analysis of the NILVAD trial (Clincaltrials.gov NCT02017340; EudraCT number 2012-002764-27). First registered: 20/12/2013.",Alzheimers Disease
30382303,"The aim of this study was to verify the reliability and generalizability of an automatic tool for the detection of Alzheimer-related hypometabolic pattern based on a Support-Vector-Machine (SVM) model analyzing <sup>18</sup>F-fluorodeoxyglucose (FDG) PET data."", ""The SVM model processed metabolic data from anatomical volumes of interest also considering interhemispheric asymmetries. It was trained on a homogeneous dataset from a memory clinic center and tested on an independent multicentric dataset drawn from the Alzheimer's Disease Neuroimaging Initiative. Subjects were included in the study and classified based on a diagnosis confirmed after an adequate follow-up time."", ""The accuracy of the discrimination between patients with Alzheimer Disease (AD), in either prodromal or dementia stage, and normal aging subjects was 95.8%, after cross-validation, in the training set. The accuracy of the same model in the testing set was 86.5%. The role of the two datasets was then reversed, and the accuracy was 89.8% in the multicentric training set and 88.0% in the monocentric testing set. The classification rate was also evaluated in different subgroups, including non-converter mild cognitive impairment (MCI) patients, subjects with MCI reverted to normal conditions and subjects with non-confirmed memory concern. The percent of pattern detections increased from 77% in early prodromal AD to 91% in AD dementia, while it was about 10% for healthy controls and non-AD patients."", ""The present findings show a good level of reproducibility and generalizability of a model for detecting the hypometabolic pattern in AD and confirm the accuracy of FDG-PET in Alzheimer disease.",Alzheimers Disease
